Ohnolog1	Ohnolog2
ZNF606	ZNF41
ZNF606	ZNF182
ZNF606	ZNF107
ZNF606	ZNF14
ZNF606	ZNF506
ZNF606	ZNF85
ZNF606	ZNF208
ZNF606	ZNF599
ZNF606	ZNF45
ZNF606	ZNF221
ZNF606	ZNF227
ZNF606	ZNF235
ZNF606	ZNF175
ZNF606	ZNF569
ZNF606	ZNF841
ZNF606	ZNF573
ZNF606	ZNF30
ZNF606	ZNF43
ZNF606	ZNF528
ZNF606	ZNF429
ZNF606	ZNF836
ZNF606	ZNF568
ZNF606	ZNF571
ZNF606	ZNF347
ZNF606	ZNF254
ZNF606	ZNF540
ZNF606	ZNF665
ZNF606	ZNF420
ZNF606	ZNF780A
ZNF606	ZNF615
ZNF606	ZNF729
ZNF606	ZNF875
ZNF606	ZNF226
ZNF606	ZNF726
ZNF606	ZNF585A
ZNF606	ZNF160
ZNF606	ZNF91
ZNF606	ZNF567
ZNF606	ZNF616
ZNF606	ZNF607
ZNF418	ZNF184
ZNF418	ZNF12
ZNF418	ZNF287
ZNF418	ZNF624
ZNF418	ZNF630
ZNF418	ZNF41
ZNF418	ZNF182
ZNF418	ZNF107
ZNF418	ZNF14
ZNF418	ZNF506
ZNF418	ZNF85
ZNF418	ZNF208
ZNF418	ZNF729
ZNF418	ZNF91
ZNF418	ZNF599
ZNF418	ZNF30
ZNF418	ZNF567
ZNF418	ZNF875
ZNF418	ZNF569
ZNF418	ZNF571
ZNF418	ZNF540
ZNF418	ZNF573
ZNF418	ZNF45
ZNF418	ZNF221
ZNF418	ZNF226
ZNF418	ZNF227
ZNF418	ZNF235
ZNF418	ZNF175
ZNF418	ZNF836
ZNF418	ZNF528
ZNF418	ZNF160
ZNF418	ZNF607
ZNF418	ZNF726
ZNF418	ZNF429
ZNF418	ZNF585A
ZNF418	ZNF780A
ZNF418	ZNF43
ZNF418	ZNF347
ZNF418	ZNF615
ZNF418	ZNF568
ZNF418	ZNF665
ZNF418	ZNF616
ZNF418	ZNF254
ZNF418	ZNF841
ZNF418	ZNF420
ZNF544	ZNF184
ZNF544	ZNF12
ZNF544	ZNF287
ZNF544	ZNF624
ZNF544	ZNF630
ZNF544	ZNF41
ZNF544	ZNF182
ZNF544	ZNF107
ZNF544	ZNF14
ZNF544	ZNF506
ZNF544	ZNF85
ZNF544	ZNF429
ZNF544	ZNF208
ZNF544	ZNF729
ZNF544	ZNF91
ZNF544	ZNF599
ZNF544	ZNF30
ZNF544	ZNF567
ZNF544	ZNF420
ZNF544	ZNF585A
ZNF544	ZNF875
ZNF544	ZNF569
ZNF544	ZNF571
ZNF544	ZNF540
ZNF544	ZNF573
ZNF544	ZNF780A
ZNF544	ZNF45
ZNF544	ZNF221
ZNF544	ZNF226
ZNF544	ZNF227
ZNF544	ZNF235
ZNF544	ZNF175
ZNF544	ZNF615
ZNF544	ZNF841
ZNF544	ZNF836
ZNF544	ZNF528
ZNF544	ZNF160
ZNF544	ZNF347
ZNF544	ZNF665
ZNF544	ZNF616
ZNF544	ZNF568
ZNF544	ZNF254
ZNF544	ZNF43
ZNF544	ZNF726
ZNF544	ZNF607
ZNF135	ZNF184
ZNF135	ZNF12
ZNF135	ZNF287
ZNF135	ZNF624
ZNF135	ZNF630
ZNF135	ZNF41
ZNF135	ZNF182
ZNF135	ZNF107
ZNF135	ZNF14
ZNF135	ZNF506
ZNF135	ZNF85
ZNF135	ZNF208
ZNF135	ZNF91
ZNF135	ZNF599
ZNF135	ZNF30
ZNF135	ZNF540
ZNF135	ZNF45
ZNF135	ZNF221
ZNF135	ZNF226
ZNF135	ZNF227
ZNF135	ZNF235
ZNF135	ZNF175
ZNF135	ZNF528
ZNF135	ZNF160
ZNF135	ZNF429
ZNF135	ZNF347
ZNF135	ZNF254
ZNF135	ZNF607
ZNF135	ZNF780A
ZNF135	ZNF569
ZNF135	ZNF836
ZNF135	ZNF615
ZNF135	ZNF568
ZNF135	ZNF585A
ZNF135	ZNF616
ZNF135	ZNF875
ZNF135	ZNF420
ZNF135	ZNF573
ZNF135	ZNF43
ZNF135	ZNF726
ZNF135	ZNF729
ZNF135	ZNF665
ZNF135	ZNF841
ZNF135	ZNF567
ZNF135	ZNF571
ZNF471	ZNF184
ZNF471	ZNF12
ZNF471	ZNF287
ZNF471	ZNF624
ZNF471	ZNF630
ZNF471	ZNF41
ZNF471	ZNF182
ZNF471	ZNF107
ZNF471	ZNF14
ZNF471	ZNF506
ZNF471	ZNF85
ZNF471	ZNF208
ZNF471	ZNF91
ZNF471	ZNF599
ZNF471	ZNF30
ZNF471	ZNF567
ZNF471	ZNF875
ZNF471	ZNF571
ZNF471	ZNF540
ZNF471	ZNF573
ZNF471	ZNF45
ZNF471	ZNF221
ZNF471	ZNF226
ZNF471	ZNF227
ZNF471	ZNF235
ZNF471	ZNF175
ZNF471	ZNF528
ZNF471	ZNF160
ZNF471	ZNF726
ZNF471	ZNF615
ZNF471	ZNF347
ZNF471	ZNF254
ZNF471	ZNF836
ZNF471	ZNF43
ZNF471	ZNF780A
ZNF471	ZNF729
ZNF471	ZNF585A
ZNF471	ZNF607
ZNF471	ZNF420
ZNF471	ZNF665
ZNF471	ZNF841
ZNF471	ZNF568
ZNF471	ZNF429
ZNF471	ZNF616
ZNF471	ZNF569
ZNF132	ZNF184
ZNF132	ZNF12
ZNF132	ZNF287
ZNF132	ZNF624
ZNF132	ZNF630
ZNF132	ZNF41
ZNF132	ZNF182
ZNF132	ZNF107
ZNF132	ZNF14
ZNF132	ZNF506
ZNF132	ZNF85
ZNF132	ZNF45
ZNF132	ZNF227
ZNF132	ZNF175
ZNF132	ZNF235
ZNF132	ZNF571
ZNF132	ZNF615
ZNF132	ZNF585A
ZNF132	ZNF567
ZNF132	ZNF226
ZNF132	ZNF729
ZNF132	ZNF665
ZNF132	ZNF726
ZNF132	ZNF221
ZNF132	ZNF43
ZNF132	ZNF540
ZNF132	ZNF347
ZNF132	ZNF208
ZNF132	ZNF875
ZNF132	ZNF616
ZNF132	ZNF780A
ZNF132	ZNF30
ZNF132	ZNF429
ZNF132	ZNF420
ZNF132	ZNF573
ZNF132	ZNF254
ZNF132	ZNF836
ZNF132	ZNF607
ZNF132	ZNF568
ZNF132	ZNF160
ZNF132	ZNF91
ZNF132	ZNF599
ZNF132	ZNF528
ZNF132	ZNF569
ZNF132	ZNF841
ZNF470	ZNF184
ZNF470	ZNF12
ZNF470	ZNF287
ZNF470	ZNF624
ZNF470	ZNF630
ZNF470	ZNF41
ZNF470	ZNF182
ZNF470	ZNF107
ZNF470	ZNF14
ZNF470	ZNF506
ZNF470	ZNF85
ZNF470	ZNF429
ZNF470	ZNF208
ZNF470	ZNF729
ZNF470	ZNF91
ZNF470	ZNF599
ZNF470	ZNF30
ZNF470	ZNF567
ZNF470	ZNF585A
ZNF470	ZNF875
ZNF470	ZNF569
ZNF470	ZNF571
ZNF470	ZNF540
ZNF470	ZNF573
ZNF470	ZNF45
ZNF470	ZNF221
ZNF470	ZNF226
ZNF470	ZNF227
ZNF470	ZNF235
ZNF470	ZNF175
ZNF470	ZNF836
ZNF470	ZNF528
ZNF470	ZNF160
ZNF470	ZNF615
ZNF470	ZNF780A
ZNF470	ZNF420
ZNF470	ZNF726
ZNF470	ZNF616
ZNF470	ZNF254
ZNF470	ZNF43
ZNF470	ZNF347
ZNF470	ZNF665
ZNF470	ZNF607
ZNF470	ZNF841
ZNF470	ZNF568
ZNF17	ZNF184
ZNF17	ZNF12
ZNF17	ZNF287
ZNF17	ZNF624
ZNF17	ZNF630
ZNF17	ZNF41
ZNF17	ZNF182
ZNF17	ZNF107
ZNF17	ZNF14
ZNF17	ZNF506
ZNF17	ZNF85
ZNF17	ZNF208
ZNF17	ZNF91
ZNF17	ZNF599
ZNF17	ZNF30
ZNF17	ZNF875
ZNF17	ZNF571
ZNF17	ZNF540
ZNF17	ZNF45
ZNF17	ZNF221
ZNF17	ZNF226
ZNF17	ZNF227
ZNF17	ZNF235
ZNF17	ZNF175
ZNF17	ZNF528
ZNF17	ZNF160
ZNF17	ZNF607
ZNF17	ZNF585A
ZNF17	ZNF836
ZNF17	ZNF43
ZNF17	ZNF568
ZNF17	ZNF347
ZNF17	ZNF729
ZNF17	ZNF616
ZNF17	ZNF429
ZNF17	ZNF726
ZNF17	ZNF841
ZNF17	ZNF420
ZNF17	ZNF569
ZNF17	ZNF665
ZNF17	ZNF573
ZNF17	ZNF615
ZNF17	ZNF780A
ZNF17	ZNF254
ZNF17	ZNF567
ZNF133	ZNF197
ZNF133	ZNF184
ZNF133	ZNF287
ZNF133	ZNF624
ZNF133	ZNF721
ZNF133	ZNF107
ZNF133	ZNF33A
ZNF133	ZNF599
ZNF133	ZNF30
ZNF133	ZNF567
ZNF133	ZNF568
ZNF133	ZNF420
ZNF133	ZNF585A
ZNF133	ZNF875
ZNF133	ZNF569
ZNF133	ZNF571
ZNF133	ZNF540
ZNF133	ZNF607
ZNF133	ZNF573
ZNF133	ZNF780A
ZNF343	ZNF197
ZNF343	ZNF184
ZNF343	ZNF33A
ZNF343	ZNF599
ZNF343	ZNF30
ZNF343	ZNF567
ZNF343	ZNF568
ZNF343	ZNF420
ZNF343	ZNF585A
ZNF343	ZNF875
ZNF343	ZNF569
ZNF343	ZNF571
ZNF343	ZNF607
ZNF343	ZNF573
ZNF343	ZNF780A
HOOK1	HOOK3
HOOK1	HOOK2
HOOK3	HOOK2
LEPROT	LEPROTL1
CCN1	CCN4
CCN1	CCN3
CCN4	CCN6
CCN4	CCN2
CCN4	CCN5
CCN3	CCN2
CCN3	CCN5
CCN2	CCN5
COL4A3	COL4A1
COL4A3	COL4A2
COL4A3	COL4A6
COL4A3	COL4A5
CHRNB2	CHRNA6
CHRNB2	CHRNB3
CHRNB2	CHRNA2
CHRNB2	CHRNA3
CHRNB2	CHRNB4
CHRNB2	CHRNA5
CHRNA6	CHRNB4
CHRNA6	CHRNA3
CHRNA6	CHRNA4
CHRNB3	CHRNA5
CHRNB3	CHRNA4
CHRNA2	CHRNA3
CHRNA2	CHRNB4
CHRNA2	CHRNA4
CHRNA3	CHRNA4
CHRNA5	CHRNA4
TIE1	TEK
PTPRF	PTPRD
PTPRF	PTPRS
PTPRD	PTPRS
KDM4A	KDM4C
KDM4A	KDM4D
KDM4A	KDM4B
KDM4A	RP11-146B14.1
KDM4A	AL513412.1
KDM4C	KDM4B
KDM4D	KDM4B
KDM4B	RP11-146B14.1
KDM4B	AL513412.1
PTCH2	PTCH1
TESK2	TESK1
MOB3C	MOB3B
MOB3C	MOB3A
MOB3B	MOB3A
FOXE3	FOXE1
SPATA6	SPATA6L
CDKN2C	CDKN2B
CDKN2C	CDKN2D
CDKN2B	CDKN2D
TTC39A	TTC39B
TUT4	TUT7
ECHDC2	AUH
LRP8	VLDLR
LRP8	LDLR
VLDLR	LDLR
PLPPR5	PLPPR3
PLPPR5	PLPPR2
PLPPR4	PLPPR3
PLPPR4	PLPPR2
PLPPR3	PLPPR2
NFIA	NFIB
NFIA	NFIX
NFIA	NFIC
NFIB	NFIC
NFIB	NFIX
NFIX	NFIC
PATJ	MPDZ
DOCK7	DOCK8
DOCK7	DOCK6
DOCK8	DOCK6
PGM1	PGM5
ROR1	ROR2
JAK1	JAK2
JAK1	JAK3
JAK1	TYK2
JAK2	JAK3
JAK2	TYK2
JAK3	TYK2
AK4	AK3
DNAI4	DYNC2I2
DNAI4	DNAI1
SLC35D1	SLC35D2
SERBP1	HABP4
GADD45A	GADD45G
LHX8	LHX6
ST6GALNAC3	ST6GALNAC4
ST6GALNAC3	ST6GALNAC6
ST6GALNAC4	ST6GALNAC5
ST6GALNAC5	ST6GALNAC6
AK5	AK1
USP33	USP20
MIGA1	MIGA2
FUBP1	FUBP3
FUBP1	KHSRP
FUBP3	KHSRP
DNAJB4	DNAJB5
DNAJB4	DNAJB1
DNAJB5	DNAJB1
PRKACB	PRKACG
PRKACB	PRKACA
PRKACG	PRKACA
SH3GLB1	SH3GLB2
PKN2	PKN3
PKN2	PKN1
PKN3	PKN1
KYAT3	KYAT1
LRRC8C	LRRC8A
LRRC8C	LRRC8E
LRRC8A	LRRC8D
LRRC8A	LRRC8E
LRRC8E	LRRC8D
BARHL2	BARHL1
GFI1	GFI1B
DIPK1A	DIPK1B
FNBP1L	FNBP1
FNBP1L	TRIP10
FNBP1	TRIP10
BCAR3	SH2D3C
BCAR3	SH2D3A
SH2D3C	SH2D3A
ABCA4	ABCA1
ABCA4	ABCA7
ABCA4	ABCA2
ABCA1	ABCA2
ABCA1	ABCA7
ABCA7	ABCA2
ABCA7	ABCA12
SLC44A3	SLC44A1
PTBP2	PTBP3
PTBP2	PTBP1
PTBP3	PTBP1
SNX7	SNX30
MFSD14A	MFSD14B
MFSD14A	MFSD14C
CDC14A	CDC14B
CDC14B	DUSP23
NTNG2	NTNG2
NTNG2	USH2A
NTNG2	NTN1
NTNG2	NTN5
VAV3	VAV2
VAV3	VAV1
VAV2	VAV1
SLC25A24	SLC25A25
SLC25A24	SLC25A23
SLC25A24	SLC25A41
SLC25A25	SLC25A23
SLC25A25	SLC25A41
FAM102B	FAM102A
STXBP3	STXBP1
STXBP3	STXBP2
STXBP1	STXBP2
GPSM2	GPSM1
ABHD17AP1	ABHD17B
ABHD17AP1	ABHD17C
ABHD17B	ABHD17C
ABHD17B	ABHD17A
ABHD17C	ABHD17A
ANP32E	ANP32B
ANP32E	ANP32D
ANP32E	ANP32A
ANP32B	ANP32D
ANP32B	ANP32A
CA14	CA9
CA14	CA12
CA14	CA6
CA14	CA4
CA9	CA12
CA12	CA6
CA12	CA4
SEMA4F	SEMA3G
SEMA4F	SEMA3F
SEMA4F	SEMA4G
TMOD4	TMOD1
TMOD4	TMOD2
TMOD4	TMOD3
TMOD4	LMOD2
TMOD1	TMOD3
TMOD1	TMOD2
TMOD1	LMOD2
TMOD2	LMOD2
TMOD3	LMOD2
PIP5K1A	PIP5K1B
PIP5K1A	PIP5K1C
PIP5K1B	PIPSL
PIP5K1B	PIP5K1C
RORC	RORB
RORC	RORA
RORB	RORA
NPR1	NPR2
DENND4B	DENND4C
DENND4B	DENND4A
DENND4C	DENND4A
CREB3L4	CREB3
CREB3L4	CREB3L3
CREB3	CREB3L3
TPM3	TPM2
TPM3	TPM1
TPM3	TPM4
TPM2	TPM1
TPM2	TPM4
TPM1	TPM4
UBAP2L	UBAP2
AQP10	AQP3
AQP10	AQP7
AQP10	AQP9
AQP10	FP325317.1
AQP10	RP11-407P15.2
AQP3	AQP9
SHE	SHB
SHE	SHF
SHE	SHD
SHB	SHF
SHB	SHD
SHF	SHD
SHC1	SHC3
SHC1	SHC4
SHC1	SHC2
SHC3	SHC4
SHC3	SHC2
SHC4	SHC2
FAM189B	FAM189A2
RUSC1	RUSC2
UBQLN4	UBQLN1
UBQLN4	UBQLN2
NTRK1	MUSK
NTRK1	NTRK2
NTRK1	NTRK3
MUSK	NTRK2
MUSK	NTRK3
NTRK2	NTRK3
SPTA1	SPTAN1
UAP1	UAP1L1
LMX1A	LMX1B
UCK2	UCK1
FAM78B	FAM78A
METTL11B	NTMT1
PRRC2C	PRRC2B
PRRC2B	PRRC2A
DNM3	DNM1
DNM3	DNM2
DNM1	DNM2
ZBTB37	ZBTB34
ZBTB37	ZBTB43
ZBTB37	ZBTB6
ZBTB37	NACC1
ZBTB34	NACC1
NACC1	ZBTB9
RC3H1	RC3H2
RABGAP1L	RABGAP1
GPR52	GPR21
TNN	TNC
TNN	TNXB
TNC	TNR
TNC	TNXB
TNR	TNXB
PAPPA2	PAPPA
ASTN1	ASTN2
BRINP2	BRINP1
BRINP1	BRINP3
RALGPS2	RALGPS1
ANGPTL1	FIBCD1
ANGPTL1	ANGPTL2
ANGPTL1	ANGPTL6
ANGPTL1	FGG
ANGPTL1	FGB
ANGPTL1	ANGPT4
FIBCD1	ANGPTL6
FIBCD1	MFAP4
ANGPTL2	ANGPTL6
TOR3A	TOR1A
TOR3A	TOR1B
TOR3A	TOR2A
TOR3A	TOR4A
ABL2	ABL1
QSOX1	QSOX2
LHX4	LHX3
CACNA1E	CACNA1B
CACNA1E	CACNA1A
CACNA1B	CACNA1A
LAMC1	LAMC3
LAMC3	LAMC2
NCF2	NOXA1
ARPC5	ARPC5L
RGL1	RALGDS
RGL1	RGL3
RGL1	RGL2
RGL1	RGL4
RALGDS	RGL3
RALGDS	RGL2
RGL3	RGL2
RGL3	RGL4
COLGALT2	CERCAM
COLGALT2	COLGALT1
CERCAM	COLGALT1
PDC	PDCL
PTGS2	PTGS1
KCNT2	KCNT1
CRB1	CRB2
LHX9	LHX2
LHX2	ISL1
ISL1	ISL2
NEK7	NEK6
NR5A2	NR5A1
CAMSAP2	CAMSAP1
CAMSAP2	CAMSAP3
CAMSAP1	CAMSAP3
CR2	SVEP1
SVEP1	CR1
TRAF5	TRAF1
TRAF5	TRAF3
TRAF1	TRAF2
TLR8	TLR3
TLR8	CD180
ZNF141	ZNF92
ZNF141	ZNF727
ZNF141	ZNF479
ZNF141	ZNF716
ZNF141	ZNF679
ZNF721	ZNF337
ZNF721	ZNF92
ZNF721	ZNF727
ZNF721	ZNF479
ZNF721	ZNF716
ZNF721	ZNF679
ZNF479	ZNF70
ZNF716	ZNF70
ZNF727	ZNF70
ZNF679	ZNF70
ZNF107	ZNF184
ZNF107	ZNF12
ZNF107	ZNF337
ZNF107	ZNF33A
ZNF107	ZNF605
ZNF107	ZNF84
ZNF107	ZNF70
ZNF117	ZNF70
ZNF92	ZNF70
DCLRE1B	DCLRE1A
FAM76A	FAM76B
AMPD2	AMPD3
AMPD3	AMPD1
EPS8L3	EPS8L2
EPS8L3	EPS8
EPS8L2	EPS8
EPS8L2	EPS8L1
ALX3	ALX4
ALX3	ALX1
ALX4	ALX1
KCNC4	KCNC1
KCNC4	KCNC2
KCNC4	KCNC3
KCNC1	KCNC2
KCNC1	KCNC3
KCNC2	KCNC3
KCNA10	KCNA4
KCNA10	KCNA6
KCNA10	KCNA5
KCNA10	KCNA1
KCNA10	KCNA7
KCNA4	KCNA2
KCNA4	KCNA3
KCNA4	KCNA5
KCNA4	KCNA1
KCNA4	KCNA6
KCNA4	KCNA7
KCNA6	KCNA2
KCNA6	KCNA3
KCNA6	KCNA7
KCNA5	KCNA2
KCNA5	KCNA3
KCNA5	KCNA7
KCNA1	KCNA2
KCNA1	KCNA3
KCNA1	KCNA7
KCNA7	KCNA2
KCNA7	KCNA3
CD53	CD82
CD53	TSPAN4
CD53	TSPAN11
CD53	TSPAN9
CD82	TSPAN9
TSPAN4	TSPAN9
TSPAN4	TSPAN11
TSPAN11	CD151
TSPAN11	TSPAN18
TSPAN11	TSPAN9
SYT6	SYT9
SYT6	SYT10
SYT6	SYT3
SYT9	SYT10
SYT9	SYT3
SYT10	SYT3
NRAS	HRAS
NRAS	RRAS2
NRAS	KRAS
NRAS	RRAS
HRAS	KRAS
HRAS	RRAS
RRAS2	KRAS
RRAS2	RRAS
KRAS	RRAS
TSPAN2	CD81
TSPAN2	CD9
CD81	CD9
NGF	BDNF
NGF	NTF3
BDNF	NTF3
PDZK1	PDZD3
PDZK1	SLC9A3R1
PDZD3	AC239803.1
PDZD3	SLC9A3R2
SLC9A3R1	AC239803.1
SLC9A3R1	SLC9A3R2
ARHGEF11	ARHGEF12
ARHGEF12	ARHGEF1
KIRREL1	KIRREL3
KIRREL1	KIRREL2
KIRREL3	KIRREL2
KCNJ9	KCNJ5
KCNJ9	KCNJ6
KCNJ9	KCNJ16
KCNJ9	KCNJ15
KCNJ9	KCNJ11
KCNJ9	KCNJ2
KCNJ9	KCNJ1
KCNJ5	KCNJ12
KCNJ5	KCNJ14
KCNJ5	KCNJ6
KCNJ5	KCNJ4
KCNJ5	KCNJ18
KCNJ5	KCNJ16
KCNJ5	KCNJ2
KCNJ5	KCNJ11
KCNJ5	KCNJ15
KCNJ5	KCNJ10
KCNJ5	KCNJ3
KCNJ6	KCNJ3
KCNJ6	KCNJ14
KCNJ6	KCNJ18
KCNJ6	KCNJ16
KCNJ6	KCNJ2
KCNJ6	KCNJ10
KCNJ6	KCNJ1
KCNJ6	KCNJ4
KCNJ6	KCNJ12
KCNJ12	KCNJ2
KCNJ12	KCNJ14
KCNJ12	KCNJ4
KCNJ12	KCNJ16
KCNJ12	KCNJ15
KCNJ12	KCNJ11
KCNJ12	KCNJ10
KCNJ12	KCNJ1
KCNJ12	KCNJ3
KCNJ14	KCNJ2
KCNJ14	KCNJ4
KCNJ14	KCNJ18
KCNJ14	KCNJ16
KCNJ14	KCNJ1
KCNJ4	KCNJ2
KCNJ4	KCNJ18
KCNJ4	KCNJ16
KCNJ4	KCNJ15
KCNJ4	KCNJ11
KCNJ4	KCNJ1
F11R	JAM3
F11R	JAM2
JAM3	JAM2
USP21	USP2
USP21	USP3
ADAMTS4	ADAMTS8
ADAMTS4	ADAMTS15
ADAMTS4	ADAMTS5
ADAMTS4	ADAMTS1
ADAMTS8	ADAMTS5
ADAMTS8	ADAMTS1
ADAMTS15	ADAMTS5
ADAMTS15	ADAMTS1
TMEM9	TMEM9B
PKP1	PKP3
PKP1	PKP2
PKP1	CTNND1
PKP1	PKP4
PKP1	CTNND2
PKP3	PKP2
PKP3	ARVCF
TNNT2	TNNT3
TNNT3	TNNT1
TNNI1	TNNI2
TNNI2	TNNI3
CSRP1	CSRP3
CSRP1	CSRP2
CSRP3	CSRP2
NAV1	NAV2
NAV1	NAV3
NAV2	NAV3
PTPN7	PTPN5
PTPN7	PTPRR
PTPN5	PTPRR
LGR6	LGR4
LGR6	LGR5
LGR4	LGR5
CYB5R1	CYB5R2
CYB5R1	CYB5R3
CYB5R2	CYB5R3
MYOG	MYOD1
MYOG	MYF6
MYOG	MYF5
MYOD1	MYF5
MYOD1	MYF6
MYBPH	MYBPC3
MYBPH	MYBPC1
MYBPH	MYBPC2
MYBPC3	MYBPC1
MYBPC3	MYBPC2
MYBPC3	MYBPHL
MYBPC1	MYBPC2
MYBPC1	MYBPHL
MYBPC2	MYBPHL
SOX13	SOX6
SOX13	SOX5
SOX6	SOX5
NAPSA	RP11-295K3.1
PLEKHA6	PLEKHA7
PLEKHA6	PLEKHA5
PLEKHA7	PLEKHA5
PLEKHA7	PLEKHA4
PIK3C2B	PIK3C2A
PIK3C2B	PIK3C2G
PIK3C2A	PIK3C2G
RCOR3	RCOR2
RCOR3	RCOR1
RCOR2	RCOR1
PPP2R5A	PPP2R5B
PPP2R5A	PPP2R5E
PPP2R5B	PPP2R5E
MARK1	MARK2
MARK1	MARK3
MARK1	MARK4
MARK2	MARK3
MARK2	MARK4
MARK3	MARK4
CNIH3	CNIH2
CNIH3	CNIH1
CNIH2	CNIH1
LBR	DHCR7
LBR	TM7SF2
CDC42BPA	CDC42BPG
CDC42BPA	CDC42BPB
CDC42BPG	CDC42BPB
PRSS38	TMPRSS5
PRSS38	TMPRSS4
PRSS38	HPN
TMPRSS5	TMPRSS11F
TMPRSS5	TMPRSS11B
TMPRSS5	TMPRSS11E
TMPRSS5	TPSB2
TMPRSS5	PRSS36
TMPRSS5	TPSAB1
TMPRSS5	PRSS21
TMPRSS5	HPN
TMPRSS5	TMPRSS2
TMPRSS5	TMPRSS3
TMPRSS4	TMPRSS11F
TMPRSS4	TMPRSS11B
TMPRSS4	TMPRSS11E
TMPRSS4	PRSS21
TMPRSS4	HPN
TMPRSS4	TMPRSS15
TMPRSS4	TMPRSS3
TMPRSS4	TMPRSS2
HPN	ST14
HPN	TMPRSS3
TMPRSS11F	PRSS21
TMPRSS11B	PRSS27
TMPRSS11B	PRSS22
TMPRSS11B	ACR
TMPRSS11E	PRSS21
TMPRSS11E	TPSAB1
TPSB2	TMPRSS2
PRSS36	PRSS21
PRSS36	TMPRSS6
TPSAB1	TMPRSS2
PRSS21	TMPRSS2
PRSS21	TMPRSS6
TMPRSS2	TMPRSS7
TMPRSS2	ST14
TMPRSS2	TMPRSS13
TMPRSS3	TMPRSS13
TMPRSS3	TPSG1
TMPRSS3	PRSS33
TMPRSS15	ST14
TMPRSS15	TMPRSS13
SIPA1L2	SIPA1
SIPA1L2	SIPA1L1
SIPA1L2	SIPA1L3
SIPA1	SIPA1L1
SIPA1	SIPA1L3
SIPA1L1	SIPA1L3
MAP3K21	MAP3K11
MAP3K21	MAP3K9
MAP3K21	MAP3K10
MAP3K11	MAP3K9
MAP3K11	MAP3K10
MAP3K11	RP5-862P8.2
MAP3K9	MAP3K10
MAP3K9	RP5-862P8.2
MAP3K10	MAP3K20
MAP3K10	RP5-862P8.2
GNG4	GNG3
GNG4	GNG2
GNG3	GNG2
GNG3	GNG8
GNG2	GNG8
GPR137B	GPR137
GPR137B	GPR137C
GPR137	GPR137C
LGALS8	LGALS12
LGALS8	LGALS4
LGALS8	LGALS3
LGALS12	LGALS9B
LGALS12	LGALS9C
LGALS12	LGALS9
LGALS12	LGALS4
LGALS4	LGALS9C
LGALS4	LGALS9B
LGALS4	LGALS9
ZBTB18	ZBTB3
HNRNPU	HNRNPUL2
HNRNPU	HNRNPUL1
HNRNPU	HNRNPUL2-BSCL2
HNRNPUL2	HNRNPUL1
HNRNPUL1	HNRNPUL2-BSCL2
AL390719.1	PTPN6
CHD5	CHD4
CHD5	CHD3
CHD4	CHD3
VAMP3	VAMP1
VAMP3	RP11-599B13.6
VAMP3	VAMP2
VAMP1	RP11-599B13.6
VAMP1	VAMP2
RERE	ATN1
ENO1	ENO2
ENO1	ENO3
ENO2	ENO3
NECAP2	NECAP1
ZNF362	ZNF384
FOXJ3	FOXJ2
SLC6A17	SLC6A15
SLC6A17	SLC6A16
SLC6A15	SLC6A20
SLC6A15	SLC6A16
SLC6A20	SLC6A19
DRAM2	DRAM1
SLC16A1	SLC16A7
SLC16A1	SLC16A6
SLC16A1	SLC16A2
SLC16A1	SLC16A3
SLC16A1	SLC16A8
SLC16A7	SLC16A14
SLC16A7	SLC16A5
SLC16A7	SLC16A3
SLC16A6	SLC16A10
SLC16A6	SLC16A13
SLC16A6	SLC16A3
SLC16A6	SLC16A8
SLC16A2	SLC16A10
SLC16A2	SLC16A8
SLC16A14	SLC16A10
SLC16A14	SLC16A12
SLC16A14	SLC16A9
SLC16A14	SLC16A8
SLC16A5	SLC16A10
SLC16A5	SLC16A8
SLC16A5	SLC16A11
SLC16A5	SLC16A3
SIKE1	FGFR1OP2
CERS2	CERS5
CERS2	CERS3
CERS2	CERS4
CERS2	CERS6
CERS5	CERS6
CERS5	CERS3
CERS5	CERS4
CERS3	CERS4
CERS4	CERS6
KIF21B	KIF21A
PPP1R12B	PPP1R12A
PPP1R12B	PPP1R12C
PPP1R12A	PPP1R12C
SYT2	SYT1
SYT2	SYT5
SYT2	SYT8
SYT1	SYT5
SYT1	SYT8
KDM5B	KDM5A
KDM5B	KDM5C
KDM5A	KDM5C
ADIPOR1	ADIPOR2
PPFIA4	PPFIA2
PPFIA4	PPFIA3
PPFIA4	PPFIA1
PPFIA2	PPFIA1
PPFIA2	PPFIA3
PPFIA3	PPFIA1
BTG2	BTG1
FMOD	KERA
KERA	PRELP
KERA	OMD
ETNK2	ETNK1
GOLT1A	GOLT1B
MDM4	MDM2
NUAK2	NUAK1
CDK18	CDK17
CDK18	CDK16
CDK17	CDK16
ELK4	ELK3
ELK4	ELK1
ELK3	ELK1
DYRK3	DYRK2
ARF1	ARF3
HMGB4	HMGB1
HMGB4	HMGB1P1
HMGB1	HMGB2
HMGB1	HMGB3
HMGB2	HMGB3
HMGB3	HMGB1P5
SFPQ	PSPC1
SFPQ	NONO
PSPC1	NONO
KLHL17	KLHL28
VWA1	COCH
COCH	MATN3
IRF4	IRF8
IRF8	IRF7
SYT14	SYT16
KCNH1	KCNH5
ATF3	JDP2
FLVCR1	FLVCR2
