TOTAL # GENES:		7822
TOTAL # COUPLES:	9602
ZNF791	ZNF599
ZNF791	ZNF30
ZNF791	ZNF45
ZNF791	ZNF221
ZNF791	ZNF226
ZNF791	ZNF227
ZNF791	ZNF235
ZNF841	ZNF12
ZNF841	ZNF287
ZNF841	ZNF624
ZNF841	ZNF630
ZNF841	ZNF41
ZNF841	ZNF182
ZNF841	ZNF569
ZNF841	ZNF540
ZNF841	ZNF607
ZNF841	ZNF420
ZNF841	ZNF571
ZNF841	ZNF169
ZNF841	ZNF782
ZNF841	ZNF189
ZNF841	ZNF14
ZNF841	ZNF506
ZNF841	ZNF85
ZNF841	ZNF429
ZNF841	ZNF208
ZNF841	ZNF729
ZNF841	ZNF91
ZNF841	ZNF599
ZNF841	ZNF30
ZNF841	ZNF567
ZNF841	ZNF585A
ZNF841	ZNF875
ZNF841	ZNF573
ZNF841	ZNF780A
ZNF841	ZNF254
ZNF841	ZNF43
ZNF841	ZNF726
ZNF841	ZNF568
ZNF347	ZNF12
ZNF347	ZNF569
ZNF347	ZNF540
ZNF347	ZNF214
ZNF347	ZNF14
ZNF347	ZNF506
ZNF347	ZNF85
ZNF347	ZNF429
ZNF347	ZNF208
ZNF347	ZNF729
ZNF347	ZNF91
ZNF347	ZNF599
ZNF347	ZNF30
ZNF347	ZNF567
ZNF347	ZNF420
ZNF347	ZNF585A
ZNF347	ZNF875
ZNF347	ZNF571
ZNF347	ZNF573
ZNF347	ZNF780A
ZNF347	ZNF568
ZNF347	ZNF43
ZNF347	ZNF726
ZNF347	ZNF254
ZNF347	ZNF607
AC008758.1	PRDM9
AC008758.1	ZNF169
AC008758.1	ZNF782
AC008758.1	ZNF189
AC008758.1	ZNF254
AC008758.1	ZNF726
AC008758.1	ZNF429
AC008758.1	ZNF43
AC008758.1	ZNF506
AC008758.1	ZNF85
AC008758.1	ZNF208
AC008758.1	ZNF729
AC008758.1	ZNF91
AC008758.1	ZNF599
AC008758.1	ZNF30
AC008758.1	ZNF45
AC008758.1	ZNF221
AC008758.1	ZNF226
AC008758.1	ZNF227
AC008758.1	ZNF235
ZNF433	PRDM9
ZNF433	ZNF169
ZNF433	ZNF782
ZNF433	ZNF189
ZNF433	ZNF43
ZNF433	ZNF254
ZNF433	ZNF726
ZNF433	ZNF14
ZNF433	ZNF506
ZNF433	ZNF85
ZNF433	ZNF429
ZNF433	ZNF208
ZNF433	ZNF729
ZNF433	ZNF91
ZNF433	ZNF599
ZNF433	ZNF30
ZNF433	ZNF45
ZNF433	ZNF221
ZNF433	ZNF226
ZNF433	ZNF227
ZNF433	ZNF235
ZNF616	ZNF12
ZNF616	ZNF287
ZNF616	ZNF624
ZNF616	ZNF630
ZNF616	ZNF41
ZNF616	ZNF182
ZNF616	ZNF169
ZNF616	ZNF782
ZNF616	ZNF189
ZNF616	ZNF14
ZNF616	ZNF506
ZNF616	ZNF85
ZNF616	ZNF429
ZNF616	ZNF43
ZNF616	ZNF208
ZNF616	ZNF729
ZNF616	ZNF91
ZNF616	ZNF599
ZNF616	ZNF30
ZNF616	ZNF567
ZNF616	ZNF568
ZNF616	ZNF420
ZNF616	ZNF585A
ZNF616	ZNF875
ZNF616	ZNF569
ZNF616	ZNF571
ZNF616	ZNF540
ZNF616	ZNF607
ZNF616	ZNF573
ZNF616	ZNF780A
ZNF616	ZNF254
ZNF616	ZNF726
ZNF615	ZNF12
ZNF615	ZNF287
ZNF615	ZNF624
ZNF615	ZNF630
ZNF615	ZNF41
ZNF615	ZNF182
ZNF615	ZNF569
ZNF615	ZNF540
ZNF615	ZNF169
ZNF615	ZNF782
ZNF615	ZNF189
ZNF615	ZNF14
ZNF615	ZNF506
ZNF615	ZNF85
ZNF615	ZNF429
ZNF615	ZNF208
ZNF615	ZNF729
ZNF615	ZNF91
ZNF615	ZNF599
ZNF615	ZNF30
ZNF615	ZNF567
ZNF615	ZNF420
ZNF615	ZNF585A
ZNF615	ZNF875
ZNF615	ZNF571
ZNF615	ZNF573
ZNF615	ZNF780A
ZNF615	ZNF568
ZNF615	ZNF726
ZNF615	ZNF254
ZNF615	ZNF43
ZNF615	ZNF607
ZNF665	ZNF12
ZNF665	ZNF569
ZNF665	ZNF540
ZNF665	ZNF607
ZNF665	ZNF420
ZNF665	ZNF571
ZNF665	ZNF14
ZNF665	ZNF506
ZNF665	ZNF85
ZNF665	ZNF429
ZNF665	ZNF208
ZNF665	ZNF729
ZNF665	ZNF91
ZNF665	ZNF599
ZNF665	ZNF30
ZNF665	ZNF567
ZNF665	ZNF585A
ZNF665	ZNF875
ZNF665	ZNF573
ZNF665	ZNF254
ZNF665	ZNF568
ZNF665	ZNF726
ZNF665	ZNF43
ZNF665	ZNF780A
ZNF700	PRDM9
ZNF700	ZNF782
ZNF700	ZNF189
ZNF700	ZNF43
ZNF700	ZNF429
ZNF700	ZNF726
ZNF700	ZNF254
ZNF700	ZNF14
ZNF700	ZNF506
ZNF700	ZNF85
ZNF700	ZNF208
ZNF700	ZNF729
ZNF700	ZNF91
ZNF700	ZNF599
ZNF700	ZNF30
ZNF700	ZNF45
ZNF700	ZNF221
ZNF700	ZNF226
ZNF700	ZNF227
ZNF700	ZNF235
ZNF175	ZNF12
ZNF175	ZNF287
ZNF175	ZNF624
ZNF175	ZNF630
ZNF175	ZNF41
ZNF175	ZNF182
ZNF175	ZNF569
ZNF175	ZNF540
ZNF175	ZNF607
ZNF175	ZNF420
ZNF175	ZNF571
ZNF175	ZNF568
ZNF175	ZNF567
ZNF175	ZNF585A
ZNF175	ZNF169
ZNF175	ZNF782
ZNF175	ZNF189
ZNF175	ZNF506
ZNF175	ZNF14
ZNF175	ZNF254
ZNF175	ZNF573
ZNF175	ZNF30
ZNF175	ZNF599
ZNF175	ZNF91
ZNF175	ZNF208
ZNF175	ZNF85
ZNF175	ZNF43
ZNF175	ZNF726
ZNF175	ZNF729
ZNF175	ZNF780A
ZNF175	ZNF875
ZNF175	ZNF429
ZNF836	ZNF12
ZNF836	ZNF287
ZNF836	ZNF624
ZNF836	ZNF630
ZNF836	ZNF41
ZNF836	ZNF182
ZNF836	ZNF569
ZNF836	ZNF540
ZNF836	ZNF607
ZNF836	ZNF420
ZNF836	ZNF571
ZNF836	ZNF169
ZNF836	ZNF782
ZNF836	ZNF189
ZNF836	ZNF14
ZNF836	ZNF506
ZNF836	ZNF85
ZNF836	ZNF208
ZNF836	ZNF91
ZNF836	ZNF599
ZNF836	ZNF30
ZNF836	ZNF567
ZNF836	ZNF875
ZNF836	ZNF573
ZNF836	ZNF729
ZNF836	ZNF780A
ZNF836	ZNF43
ZNF836	ZNF429
ZNF836	ZNF568
ZNF836	ZNF726
ZNF836	ZNF585A
ZNF836	ZNF254
ZNF528	ZNF12
ZNF528	ZNF287
ZNF528	ZNF624
ZNF528	ZNF630
ZNF528	ZNF41
ZNF528	ZNF182
ZNF528	ZNF169
ZNF528	ZNF782
ZNF528	ZNF189
ZNF528	ZNF14
ZNF528	ZNF506
ZNF528	ZNF85
ZNF528	ZNF208
ZNF528	ZNF91
ZNF528	ZNF599
ZNF528	ZNF875
ZNF528	ZNF780A
ZNF528	ZNF585A
ZNF528	ZNF573
ZNF528	ZNF567
ZNF528	ZNF30
ZNF528	ZNF729
ZNF528	ZNF420
ZNF528	ZNF568
ZNF528	ZNF540
ZNF528	ZNF607
ZNF528	ZNF726
ZNF528	ZNF571
ZNF528	ZNF569
ZNF528	ZNF429
ZNF528	ZNF43
ZNF528	ZNF254
ZNF701	ZNF214
ZNF160	ZNF12
ZNF160	ZNF569
ZNF160	ZNF540
ZNF160	ZNF607
ZNF160	ZNF14
ZNF160	ZNF506
ZNF160	ZNF85
ZNF160	ZNF208
ZNF160	ZNF91
ZNF160	ZNF599
ZNF160	ZNF30
ZNF160	ZNF571
ZNF160	ZNF429
ZNF160	ZNF780A
ZNF160	ZNF875
ZNF160	ZNF420
ZNF160	ZNF585A
ZNF160	ZNF567
ZNF160	ZNF43
ZNF160	ZNF573
ZNF160	ZNF729
ZNF160	ZNF726
ZNF160	ZNF568
ZNF160	ZNF254
ZNF12	ZNF197
ZNF12	ZNF226
ZNF12	ZNF569
ZNF12	ZNF540
ZNF12	ZNF607
ZNF12	ZNF420
ZNF12	ZNF571
ZNF12	ZNF568
ZNF12	ZNF567
ZNF12	ZNF235
ZNF12	ZNF585A
ZNF12	ZNF875
ZNF12	ZNF573
ZNF12	ZNF45
ZNF12	ZNF780A
ZNF12	ZNF221
ZNF12	ZNF227
ZNF287	ZNF197
ZNF287	ZNF33A
ZNF287	ZNF605
ZNF287	ZNF84
ZNF287	ZNF420
ZNF287	ZNF599
ZNF287	ZNF573
ZNF287	ZNF585A
ZNF287	ZNF567
ZNF287	ZNF875
ZNF287	ZNF569
ZNF287	ZNF607
ZNF287	ZNF571
ZNF287	ZNF540
ZNF287	ZNF568
ZNF287	ZNF780A
ZNF287	ZNF30
ZNF287	ZNF337
ZNF287	ZNF182
ZNF287	ZNF630
ZNF287	ZNF41
ZNF624	ZNF197
ZNF624	ZNF33A
ZNF624	ZNF605
ZNF624	ZNF84
ZNF624	ZNF875
ZNF624	ZNF599
ZNF624	ZNF567
ZNF624	ZNF571
ZNF624	ZNF30
ZNF624	ZNF780A
ZNF624	ZNF569
ZNF624	ZNF585A
ZNF624	ZNF420
ZNF624	ZNF607
ZNF624	ZNF540
ZNF624	ZNF568
ZNF624	ZNF573
ZNF624	ZNF337
ZNF624	ZNF630
ZNF624	ZNF41
ZNF624	ZNF182
ZNF337	ZNF197
ZNF337	ZNF184
ZNF337	ZNF33A
ZNF337	ZNF599
ZNF337	ZNF30
ZNF337	ZNF567
ZNF337	ZNF568
ZNF337	ZNF420
ZNF337	ZNF585A
ZNF337	ZNF875
ZNF337	ZNF569
ZNF337	ZNF571
ZNF337	ZNF540
ZNF337	ZNF607
ZNF337	ZNF573
ZNF337	ZNF780A
PRDX1	PRDX2
CYP4B1	CYP4F3
CYP4B1	CYP4F2
CYP4B1	CYP4F11
CYP4B1	CYP4F8
CYP4B1	CYP4F12
CYP4F3	CYP4A11
CYP4F3	CYP4X1
CYP4F3	CYP4A22
CYP4F2	CYP4A11
CYP4F2	CYP4X1
CYP4F2	CYP4A22
CYP4F11	CYP4A11
CYP4F11	CYP4Z1
CYP4F8	CYP4A11
CYP4F8	CYP4X1
CYP4F8	CYP4Z1
CYP4F12	CYP4A11
CYP4F12	CYP4Z1
CYP4A11	CYP4F22
CYP4Z1	CYP4F22
TAL1	LYL1
SLC1A4	SLC1A5
KANK4	KANK2
KANK4	KANK3
KANK2	KANK1
KANK3	KANK1
ADGRE3	ADGRE1
ADGRE5	ADGRD1
ADGRE1	ADGRE2
ADGRD1	ADGRE2
DNASE2B	DNASE2
GMIP	ARHGAP45
SLC39A1	SLC39A3
ZBTB7B	ZBTB7A
NAXE	NDUFA13
ETV3	ETF1
CADM2	CADM4
STX6	STX10
HSD11B1	HSD11B1L
KCTD3	SHKBP1
ZBTB17	ZBTB46
CROCC	CEP250
CEP250	GCC2
HTR4	DRD5
HTR4	ADRA1A
DRD1	ADRA1A
HRH2	DRD5
HRH2	ADRB3
HRH2	ADRA1A
HRH2	ADRB1
ADRA1A	DRD5
GMEB1	GMEB2
GDF7	GDF6
GDF7	BMP2
RIMS3	RIMS4
HAO2	HAO1
CLDN20	CLDN17
KCNJ3	KCNJ2
MOV10	MOV10L1
NR0B2	NR0B1
RPA2	RPA4
RBBP4	RBBP7
INPP5B	OCRL
CTPS1	CTPS2
SLC35A3	SLC35A2
SH2D1B	SH2D1A
SEMA3G	SEMA3E
SEMA3G	SEMA3A
SEMA3G	SEMA3D
SEMA3G	SEMA3C
SEMA3F	SEMA3D
SEMA3F	SEMA3C
SEMA3F	SEMA3E
SEMA3F	SEMA3A
RGPD1	RGPD4
RGPD1	RGPD3
RGPD4	RGPD2
RGPD3	RGPD2
SCTR	PTH2R
SCTR	VIPR1
SCTR	GHRHR
SCTR	ADCYAP1R1
SCTR	VIPR2
SCTR	GIPR
PTH2R	VIPR2
PTH2R	ADCYAP1R1
PTH2R	CALCR
PTH2R	GHRHR
VIPR1	CALCRL
VIPR1	GLP1R
VIPR1	GHRHR
VIPR1	VIPR2
VIPR1	CRHR2
VIPR1	GLP2R
VIPR1	CRHR1
VIPR2	CRHR1
VIPR2	GLP2R
GIPR	GLP1R
CALCR	GLP1R
TUBA3D	TUBA4A
TUBA3D	TUBA1C
TUBA4A	TUBA1C
TUBA4A	TUBA1B
TUBA4A	TUBA1A
CYP27A1	CYP24A1
CYP27C1	CYP27B1
PCBP1	PCBP4
PCBP4	PCBP2
PCBP4	PCBP3
SLC4A5	SLC4A7
SLC4A5	SLC4A4
SLC4A5	SLC4A9
SLC4A4	SLC4A9
DNAH6	DNAH1
DNAH6	DNAH11
DNAH6	DNAH9
DNAH6	DNAH2
DNAH1	DNAH5
DNAH1	DNAH8
DNAH9	DNAH17
DNAH2	DNAH17
DNAH8	DNAH7
CAPG	VILL
CAPG	SCIN
VILL	SCIN
VILL	AVIL
VIL1	GSN
CHST10	CHST13
CHST10	CHST11
CHST13	CHST12
CHST13	CHST8
CHST8	CHST9
IL1RL1	IL1RAP
IL1RL1	IL1RAPL2
IL1RAP	IL18R1
IL1RAP	IL18RAP
IL1RAP	IL1RAPL1
IL1RAP	IL1RAPL2
IL1RAPL2	IL18R1
IL1RAPL2	IL18RAP
IL1RAPL2	IL1RAPL1
ST6GAL2	ST6GAL1
MALL	CMTM8
CMTM8	PLLP
CALCRL	GLP1R
RAB6C	RAB6B
RAB6B	RAB6A
RAB6B	RAB41
RAB6A	RAB41
CXCR4	CCR4
CXCR4	AGTR1
CXCR4	CX3CR1
CXCR4	CCR9
CXCR4	CCR8
CXCR4	CCR3
CXCR4	APLNR
CXCR4	CCR7
CCR4	CXCR2
CCR4	CXCR1
CCR4	ACKR3
CCR4	AGTR1
CCR4	CCR6
CCR4	CMKLR1
CCR4	CCR10
CCR4	CXCR3
CCR4	LPAR4
AGTR1	CX3CR1
AGTR1	GPR15
AGTR1	CCR9
AGTR1	CMKLR1
AGTR1	FPR3
CX3CR1	CCR6
CX3CR1	CMKLR1
CX3CR1	CCR7
CCR9	CCR6
CCR9	CCR7
CCR8	CCR6
CCR8	CCR7
CCR3	CCR6
CCR3	CCR7
APLNR	CMKLR1
CCR7	CCR2
CCR7	CCR1
CXCR2	CCR2
CXCR2	ACKR2
CXCR2	CCR10
CXCR2	LPAR4
CXCR2	CXCR3
CXCR1	CCR2
CXCR1	ACKR2
CXCR1	GPR15
CXCR1	CCR10
CXCR1	LPAR4
CXCR1	CXCR3
ACKR3	CCR2
ACKR3	ACKR2
ACKR3	CXCR3
ACKR3	AGTR2
CCR6	AGTR2
CMKLR1	FPR1
CCR10	CCR2
CCR10	ACKR2
CXCR3	CCR2
CXCR3	ACKR2
LPAR4	LPAR6
ACVR2A	TGFBR2
RBMS3	RBMS2
EOMES	TBX21
KCNH7	KCNH8
KCNH7	KCNH3
KCNH7	KCNH6
KCNH7	KCNH4
KCNH8	KCNH2
KCNH8	KCNH3
KCNH8	KCNH6
KCNH8	KCNH4
KCNH2	KCNH3
KCNH2	KCNH4
KCNH2	KCNH6
KCNH3	KCNH4
KCNH3	KCNH6
SCN3A	SCN5A
SCN3A	SCN11A
SCN10A	SCN9A
SCN10A	SCN7A
SCN10A	SCN8A
SCN5A	SCN2A
SCN5A	SCN1A
SCN5A	SCN9A
SCN5A	SCN7A
SCN5A	SCN8A
SCN11A	SCN2A
SCN11A	SCN1A
SCN11A	SCN9A
SCN11A	SCN7A
SCN11A	SCN8A
STK39	OXSR1
GORASP2	GORASP1
ITGA6	ITGA9
ITGA9	ITGA4
ITGA9	ITGA7
ITGA9	ITGA3
ANKRD44	ANKRD28
ANKRD44	INVS
ANKRD44	ANKRD52
ANKRD28	ANKRD52
BOLL	DAZL
SATB2	SATB1
ALS2	ALS2CL
RUFY4	FYCO1
PLCD4	PLCD1
PLCD4	PLCD3
PLCD1	PLCD3
DNAJB2	DNAJB8
DNAJB2	DNAJB6
DNAJB2	DNAJB7
NMUR1	GHSR
NMUR1	MLNR
NMUR1	NTSR1
GHSR	NMUR2
NTSR1	NTSR2
COL6A3	COL6A6
MLPH	MYRIP
ANTXR1	ANTXR2
ANXA4	ANXA5
ANXA4	ANXA3
ANXA4	ANXA6
ANXA4	ANXA13
ANXA4	ANXA7
ANXA4	ANXA11
ANXA5	ANXA3
ANXA5	ANXA7
ANXA5	ANXA11
ANXA3	ANXA6
ANXA3	ANXA11
ANXA3	ANXA2
ANXA6	ANXA11
ANXA13	ANXA7
ANXA13	ANXA11
ANXA2	ANXA1
NAT8	NAT8L
PCGF1	PCGF3
PCGF1	PCGF6
PCGF1	PCGF5
PCGF3	PCGF6
PCGF3	PCGF5
PCGF3	BMI1
PCGF6	PCGF5
PCGF6	BMI1
PCGF5	BMI1
HTRA2	HTRA4
HTRA3	HTRA4
HTRA4	HTRA1
TBC1D8	TBC1D8B
RNF149	RNF150
RNF149	RNF130
RNF149	RNF128
RNF150	RNF128
RNF130	RNF128
SULT1C3	SULT1E1
SULT1C3	SULT1B1
SULT1C3	SULT2B1
SULT1C3	SULT2A1
SULT1C3	SULT4A1
SULT1E1	SULT1C2
SULT1E1	SULT1C4
SULT1E1	SULT4A1
SULT1B1	SULT1C2
SULT1B1	SULT1C4
SULT1B1	SULT4A1
SULT2B1	SULT1C2
SULT2B1	SULT1C4
SULT2B1	SULT6B1
SULT2B1	SULT4A1
SULT2A1	SULT1C2
SULT2A1	SULT1C4
SULT2A1	SULT6B1
SULT2A1	SULT4A1
SULT4A1	SULT1C2
SULT4A1	SULT1A4
SULT4A1	SLX1A-SULT1A3
SH3RF1	SH3RF2
SEPTIN10	SEPTIN11
SEPTIN10	SEPTIN14
SEPTIN11	SEPTIN8
SEPTIN11	SEPTIN14
SEPTIN11	SEPTIN6
C1QL2	C1QTNF7
C1QL2	C1QL3
C1QL2	C1QL1
C1QTNF7	C1QTNF2
C1QL3	C1QTNF4
C1QL3	C1QL4
C1QL3	C1QL1
C1QL4	ADIPOQ
C1QL4	C1QTNF4
C1QL1	C1QTNF2
C1QTNF2	ADIPOQ
LCT	KLB
KLB	KL
KL	LCTL
PDE11A	PDE5A
PDE5A	PDE6A
PDE5A	PDE6C
CASP8	CASP6
CASP6	CASP3
CASP6	CASP7
ADCY8	ADCY2
ADCY8	ADCY8
ADCY8	ADCY6
ADCY8	ADCY7
ADCY2	ADCY5
ADCY2	ADCY4
ADCY2	ADCY7
ADCY6	ADCY5
ADCY6	ADCY1
ADCY6	ADCY7
ADCY7	ADCY5
ADCY7	ADCY1
ADCY7	ADCY4
AC007318.1	VDAC1
AC007318.1	VDAC3
PCYOX1	PCYOX1L
PAIP2B	PAIP2
DOK1	DOK2
DOK3	DOK2
CTNNA2	CTNNA1
CTNNA2	CTNNA3
CTNNA1	CTNNA3
REEP1	REEP4
REEP2	REEP4
REEP4	REEP3
RMND5A	RMND5B
FABP1	FABP6
FOXI3	FOXI2
MGAT4A	MGAT4C
PSD4	PSD2
PSD4	PSD3
PSD4	PSD
CLK1	CLK4
ENSAP3	AC068538.1
RETREG2	RETREG1
TDRD15	TDRD6
FKBP1B	FKBP1C
FKBP1B	FKBP1A
DNAH7	DNAH10
DNAH10	DNAH3
FN1	COL12A1
COL12A1	COL14A1
COL14A1	COL20A1
SLC16A12	SLC16A9
DPP6	DPP4
DPP6	FAP
INHBB	INHBA
INHBB	INHBE
INHBB	INHBC
INHBA	INHBC
INHBA	INHBE
GLI2	GLI3
GLI2	GLI1
GLI3	GLI1
GLI1	GLIS3
CNTNAP5	CNTNAP2
CNTNAP5	CNTNAP3B
CNTNAP5	CNTNAP1
CNTNAP2	CNTNAP3
CNTNAP2	CNTNAP3B
CNTNAP2	CNTNAP4
CNTNAP2	CNTNAP1
CNTNAP3B	CNTNAP4
CNTNAP1	CNTNAP4
THSD7B	THSD7A
ITGB6	ITGB1
ITGB6	ITGB7
ITGB6	ITGB2
ITGB8	ITGB5
ITGB8	ITGB7
ITGB1	ITGB5
ITGB1	ITGB7
ITGB2	ITGB5
GCA	SRI
FIGN	FIGNL1
ABCB11	ABCB5
DLX1	DLX5
DLX1	DLX3
DLX6	DLX2
DLX6	DLX3
DLX5	DLX4
DLX4	DLX2
PDK4	PDK3
RAPGEF5	RAPGEFL1
CDCA7	CDCA7L
SP3	SP4
SP3	SP1
SP3	SP2
SP4	SP1
SP4	SP2
SP1	SP2
SP9	SP8
SP9	SP7
SP9	SP6
SP8	SP7
SP7	SP6
SP6	SP5
SCRN3	SCRN1
SCRN3	SCRN2
HOXD13	HOXC13
HOXA13	HOXC13
HOXB13	HOXC12
HOXD11	HOXC11
HOXC11	HOXD10
HOXC11	HOXA9
HOXD10	HOXA9
HOXD10	HOXC9
HOXD10	HOXB9
HOXA9	HOXD9
HOXA9	HOXC10
HOXA9	HOXC9
HOXA9	HOXB9
HOXC9	HOXB9
HOXC10	HOXB9
HOXD4	HOXA6
HOXD4	HOXA5
HOXD4	HOXA7
HOXD4	HOXC5
HOXD4	HOXC6
HOXD4	HOXB6
HOXD4	HOXB5
HOXA6	HOXC6
HOXA6	HOXC4
HOXA6	HOXC5
HOXA6	HOXB4
HOXA6	HOXB5
HOXA5	HOXC4
HOXA5	HOXC6
HOXA5	HOXB4
HOXA5	HOXB6
HOXA7	HOXC4
HOXA7	HOXC6
HOXA7	HOXC5
HOXA7	HOXC8
HOXA7	HOXB4
HOXA7	HOXB8
HOXA7	HOXB5
HOXA4	HOXC5
HOXA4	HOXB5
HOXA4	HOXB6
HOXC5	HOXB6
HOXC5	HOXB4
HOXC6	HOXB6
HOXC6	HOXB4
HOXC6	HOXB5
HOXC4	HOXB5
HOXC4	HOXB6
HOXC8	HOXD8
HOXB8	HOXD8
HOXA3	HOXB3
HOXD1	HOXB1
HOXA1	HOXB1
HNRNPA3	HNRNPA2B1
HNRNPA3	HNRNPA1P7
HNRNPA2B1	HNRNPA1
HNRNPA2B1	HNRNPA1P7
HNRNPA1	HNRNPA1P4
HNRNPA1	HNRNPA1P7
HNRNPA1P7	HNRNPA0
HNRNPA1P7	HNRNPA1P4
PJVK	GSDME
FKBP7	FKBP14
PLEKHA8	GLTP
GLTP	PLEKHA8P1
NEUROD1	NEUROD6
NEUROD1	NEUROD4
NEUROD1	NEUROD2
PDE1A	PDE1B
PDE1C	PDE1B
ZNF804A	ZNF804B
ZNF804A	GPATCH8
ZNF804B	GPATCH8
STK17B	STK17A
BZW1	BZW2
CDK15	CDK14
FZD7	FZD1
FZD7	FZD3
FZD7	FZD2
FZD1	FZD2
FZD3	FZD2
FAM117B	GLCCI1
GLCCI1	FAM117A
FZD5	FZD9
FZD5	FZD10
FZD9	FZD8
FZD9	FZD4
FZD9	FZD10
FZD8	FZD4
FZD10	FZD4
LANCL1	LANCL2
IKZF2	IKZF1
IKZF1	IKZF4
IKZF1	IKZF3
IKZF4	IKZF3
ABCA12	ABCA13
IGFBP2	IGFBP6
IGFBP2	IGFBP4
IGFBP1	IGFBP6
IGFBP1	IGFBP4
IGFBP3	IGFBP6
IGFBP3	IGFBP4
IGFBP6	IGFBP5
IGFBP6	IGFBP4
IGFBP4	IGFBP5
TNS1	TNS3
TNS3	TNS4
ZFAND2B	ZFAND2A
CHPF	CHPF2
MOGAT3	DGAT2L6
MOGAT2	AWAT2
MOGAT2	AWAT1
MOGAT2	DGAT2L6
AGFG1	AGFG2
ARL4C	ARL4A
ARL4C	ARL4D
ARL4A	ARL4D
SH3BP4	MACC1
AGAP1	AGAP4
AGAP1	AGAP5
AGAP1	AL136982.1
AGAP1	AGAP6
AGAP3	AL136982.1
AGAP4	AGAP5
AGAP4	AL136982.1
AGAP5	AGAP6
AL136982.1	AGAP6
GBX2	GBX1
ASB18	ASB10
ASB18	ASB16
ASB10	ASB16
GPC1	GPC5
GPC1	GPC3
GPC2	GPC5
GPC2	GPC3
GPC5	GPC4
GPC6	GPC3
GAL3ST2	GAL3ST4
GAL3ST2	GAL3ST3
GAL3ST3	GAL3ST1
SNTG2	SNTG1
MYT1L	ST18
MYT1L	MYT1
COLEC11	COLEC10
KCNF1	KCNS2
KCNF1	KCNB2
KCNF1	KCNV1
KCNF1	KCNB1
KCNF1	KCNS1
KCNF1	KCNG1
KCNS2	KCNS3
KCNS2	KCNG3
KCNS2	KCNV2
KCNS2	KCNG4
KCNS2	KCNG1
KCNS2	KCNB1
KCNS2	KCNS1
KCNB2	KCNS3
KCNB2	KCNG3
KCNB2	KCNG4
KCNB2	KCNS1
KCNB2	KCNG1
KCNB2	KCNB1
KCNV1	KCNS3
KCNV1	KCNG3
KCNV1	KCNV2
KCNV1	KCNG4
KCNV1	KCNB1
KCNV1	KCNS1
KCNB1	KCNS3
KCNB1	KCNG4
KCNB1	KCNG2
KCNS1	KCNS3
KCNS1	KCNG4
KCNG1	KCNS3
KCNG1	KCNG4
KCNG1	KCNG2
KCNV2	KCNG4
KCNG4	KCNG2
LAPTM4A	LAPTM4B
KLHL29	KLHL38
NCOA1	NCOA2
NCOA1	NCOA3
NCOA2	NCOA3
OTOF	FER1L6
OTOF	FER1L4
FER1L6	DYSF
FER1L6	MYOF
FER1L6	FER1L4
FER1L4	DYSF
DPYSL5	DPYS
DPYS	DPYSL3
DPYS	DPYSL2
DNAJC5G	DNAJC5B
DNAJC5B	DNAJC5
SNX17	SNX31
LOXL3	LOXL2
LONRF2	LONRF1
LONRF1	LONRF3
SLC39A10	SLC39A14
SLC39A14	SLC39A8
SLC39A14	SLC39A6
SLC39A8	SLC39A12
GRINA	FAIM2
DES	NEFM
DES	KRT8
DES	KRT77
DES	KRT1
DES	KRT2
DES	KRT18
DES	KRT4
DES	KRT6A
DES	KRT6C
DES	KRT6B
DES	KRT79
DES	KRT75
DES	KRT5
DES	KRT7
DES	KRT19
DES	KRT33A
DES	KRT15
DES	KRT17P2
DES	KRT14
DES	KRT16
DES	KRT10
DES	NEFH
NEFM	INA
NEFM	KRT10
NEFM	KRT14
NEFM	KRT19
NEFM	KRT17P2
NEFM	KRT15
NEFM	GFAP
NEFM	KRT16
VIM	INA
VIM	KRT1
VIM	KRT7
VIM	KRT18
VIM	KRT2
VIM	KRT5
VIM	KRT4
VIM	KRT6A
VIM	KRT8
VIM	KRT6B
VIM	KRT79
VIM	KRT77
VIM	KRT75
VIM	KRT6C
VIM	KRT10
VIM	KRT33A
VIM	KRT16
VIM	KRT15
VIM	KRT14
VIM	KRT19
VIM	KRT17P2
KRT8	KRT14
KRT8	GFAP
KRT8	KRT33A
KRT8	KRT17P2
KRT8	KRT16
KRT8	KRT19
KRT8	KRT10
KRT8	KRT15
KRT77	KRT14
KRT77	KRT33A
KRT77	KRT17P2
KRT77	KRT15
KRT77	KRT10
KRT77	KRT16
KRT77	GFAP
KRT77	KRT19
KRT82	KRT17P2
KRT82	KRT19
KRT82	KRT15
KRT82	KRT10
KRT82	KRT14
KRT82	KRT16
KRT82	KRT33A
KRT80	KRT17P2
KRT80	KRT16
KRT80	KRT15
KRT80	KRT33A
KRT80	KRT14
KRT1	KRT33A
KRT1	GFAP
KRT1	KRT10
KRT1	KRT16
KRT1	KRT19
KRT1	KRT14
KRT1	KRT17P2
KRT1	KRT15
KRT84	KRT15
KRT84	KRT19
KRT84	KRT17P2
KRT84	KRT14
KRT84	KRT10
KRT84	KRT16
KRT84	KRT33A
PRPH	KRT14
PRPH	KRT10
PRPH	KRT19
PRPH	KRT15
PRPH	KRT16
PRPH	KRT17P2
PRPH	KRT33A
KRT2	KRT33A
KRT2	KRT15
KRT2	KRT14
KRT2	KRT10
KRT2	GFAP
KRT2	KRT17P2
KRT2	KRT19
KRT2	KRT16
KRT18	KRT33A
