Paralog1	Paralog2
AC010422.6	ZNF12
AC010422.6	ZNF484
AC010422.6	ZNF37A
AC010422.6	AL117339.4
AC010422.6	ZNF41
AC010422.6	ZNF32
AC010422.6	ZNF630
AC010422.6	ZNF138
AC010422.6	ZNF568
AC010422.6	ZNF251
AC010422.6	ZNF835
AC010422.6	GLI4
AC010422.6	ZKSCAN5
AC010422.6	ZNF283
AC010422.6	ZNF331
AC010422.6	ZNF320
AC010422.6	ZNF93
AC010422.6	ZNF626
AC010422.6	ZNF432
AC010422.6	ZNF227
AC010422.6	ZNF250
AC010422.6	ZNF300
AC010422.6	ZNF841
AC010422.6	ZIM2
AC010422.6	ZNF696
AC010422.6	ZNF235
AC010422.6	ZFP82
AC010422.6	ZNF16
AC010422.6	ZFP3
AC010422.6	ZNF717
AC010422.6	ZNF789
AC010422.6	ZNF30
AC010422.6	ZNF43
AC010422.6	ZNF611
AC010422.6	ZNF600
AC010422.6	ZFP28
AC010422.6	ZNF623
AC010422.6	ZNF234
AC010422.6	ZNF354A
AC010422.6	AC113348.2
AC010422.6	ZNF140
AC010422.6	ZNF615
AC010422.6	ZNF286A
AC010422.6	AC005324.3
AC010422.6	ZNF354B
AC010422.6	ZNF514
AC010422.6	ZNF275
AC010422.6	ZNF429
AC010422.6	ZNF195
AC010422.6	ZNF197
AC010422.6	ZNF345
AC010422.6	ZNF780A
AC010422.6	ZNF621
AC010422.6	ZNF775
AC010422.6	AC012309.1
AC010422.6	ZNF585A
AC010422.6	ZNF585B
AC010422.6	ZNF436
AC010422.6	ZNF879
AC010422.6	ZNF502
AC010422.6	ZNF471
AC010422.6	ZFP14
AC010422.6	ZNF543
AC010422.6	ZFP2
AC010422.6	ZNF83
AC010422.6	ZNF880
AC010422.6	ZNF528
AC010422.6	ZNF28
AC010422.6	ZNF790
AC010422.6	ZNF132
AC010422.6	ZNF605
AC010422.6	ZNF534
AC010422.6	ZNF814
ZNF490	ZNF519
ZNF490	ZNF334
ZNF490	RBAK-RBAKDN
ZNF490	RBAK
ZNF490	ZNF12
ZNF490	ZNF484
ZNF490	ZNF37A
ZNF490	AL117339.4
ZNF490	ZNF41
ZNF490	ZNF32
ZNF490	ZNF630
ZNF490	ZNF138
ZNF490	ZNF568
ZNF490	ZNF251
ZNF490	ZNF835
ZNF490	GLI4
ZNF490	ZKSCAN5
ZNF490	ZNF283
ZNF490	ZNF331
ZNF490	ZNF320
ZNF490	ZNF93
ZNF490	ZNF626
ZNF490	ZNF432
ZNF490	ZNF227
ZNF490	ZNF250
ZNF490	ZNF300
ZNF490	ZNF841
ZNF490	ZIM2
ZNF490	ZNF696
ZNF490	ZNF235
ZNF490	ZFP82
ZNF490	ZNF16
ZNF490	ZFP3
ZNF490	ZNF717
ZNF490	ZNF789
ZNF490	ZNF30
ZNF490	ZNF43
ZNF490	ZNF611
ZNF490	ZNF600
ZNF490	ZFP28
ZNF490	ZNF623
ZNF490	ZNF234
ZNF490	ZNF354A
ZNF490	AC113348.2
ZNF490	ZNF140
ZNF490	ZNF615
ZNF490	ZNF286A
ZNF490	AC005324.3
ZNF490	ZNF354B
ZNF490	ZNF514
ZNF490	ZNF275
ZNF490	ZNF429
ZNF490	ZNF195
ZNF490	ZNF197
ZNF490	ZNF345
ZNF490	ZNF780A
ZNF490	ZNF621
ZNF490	ZNF775
ZNF490	AC012309.1
ZNF490	ZNF585A
ZNF490	ZNF585B
ZNF490	ZNF436
ZNF490	ZNF879
ZNF490	ZNF502
ZNF490	ZNF471
ZNF490	ZFP14
ZNF490	ZNF543
ZNF490	ZFP2
ZNF490	ZNF83
ZNF490	ZNF880
ZNF490	ZNF528
ZNF490	ZNF28
ZNF490	ZNF790
ZNF490	ZNF132
ZNF490	ZNF605
ZNF490	ZNF534
ZNF490	ZNF814
ZNF568	ZNF519
ZNF568	ZNF334
ZNF568	RBAK-RBAKDN
ZNF568	RBAK
ZNF568	ZNF484
ZNF568	ZNF37A
ZNF568	AL117339.4
ZNF568	ZNF41
ZNF568	ZNF32
ZNF568	ZNF630
ZNF568	ZNF138
ZNF568	ZNF195
ZNF568	ZNF275
ZNF568	GLI4
ZNF568	ZNF696
ZNF568	ZNF623
ZNF568	ZNF789
ZNF568	ZKSCAN5
ZNF568	ZNF251
ZNF568	ZNF250
ZNF568	ZNF93
ZNF568	ZNF16
ZNF568	ZNF626
ZNF568	ZNF429
ZNF568	ZNF43
ZNF568	ZNF30
ZNF568	ZNF621
ZNF568	ZFP14
ZNF568	ZNF197
ZNF568	ZFP82
ZNF568	ZNF502
ZNF568	ZNF790
ZNF568	ZNF345
ZNF568	ZNF835
ZNF568	ZNF283
ZNF568	ZNF331
ZNF568	ZNF320
ZNF568	ZNF432
ZNF568	ZNF227
ZNF568	ZNF300
ZNF568	ZIM2
ZNF568	ZNF235
ZNF568	ZFP3
ZNF568	ZNF717
ZNF568	ZNF611
ZNF568	ZNF600
ZNF568	ZFP28
ZNF568	ZNF234
ZNF568	ZNF354A
ZNF568	AC113348.2
ZNF568	ZNF140
ZNF568	ZNF286A
ZNF568	AC005324.3
ZNF568	ZNF354B
ZNF568	ZNF514
ZNF568	ZNF780A
ZNF568	ZNF775
ZNF568	AC012309.1
ZNF568	ZNF585A
ZNF568	ZNF585B
ZNF568	ZNF436
ZNF568	ZNF879
ZNF568	ZNF543
ZNF568	ZFP2
ZNF568	ZNF83
ZNF568	ZNF880
ZNF568	ZNF28
ZNF568	ZNF605
ZNF568	ZNF534
ZNF568	ZNF814
ZNF251	ZNF519
ZNF251	ZNF334
ZNF251	RBAK-RBAKDN
ZNF251	RBAK
ZNF251	ZNF12
ZNF251	ZNF484
ZNF251	ZNF37A
ZNF251	AL117339.4
ZNF251	ZNF41
ZNF251	ZNF32
ZNF251	ZNF630
ZNF251	ZNF138
ZNF251	ZNF195
ZNF251	ZNF275
ZNF251	GLI4
ZNF251	ZNF696
ZNF251	ZNF623
ZNF251	ZNF789
ZNF251	ZKSCAN5
ZNF251	ZNF835
ZNF251	ZNF283
ZNF251	ZNF331
ZNF251	ZNF320
ZNF251	ZNF93
ZNF251	ZNF626
ZNF251	ZNF432
ZNF251	ZNF227
ZNF251	ZNF250
ZNF251	ZNF300
ZNF251	ZNF841
ZNF251	ZIM2
ZNF251	ZNF235
ZNF251	ZFP82
ZNF251	ZNF16
ZNF251	ZFP3
ZNF251	ZNF717
ZNF251	ZNF30
ZNF251	ZNF43
ZNF251	ZNF611
ZNF251	ZNF600
ZNF251	ZFP28
ZNF251	ZNF234
ZNF251	ZNF354A
ZNF251	AC113348.2
ZNF251	ZNF140
ZNF251	ZNF615
ZNF251	ZNF286A
ZNF251	AC005324.3
ZNF251	ZNF354B
ZNF251	ZNF514
ZNF251	ZNF429
ZNF251	ZNF197
ZNF251	ZNF345
ZNF251	ZNF780A
ZNF251	ZNF621
ZNF251	ZNF775
ZNF251	AC012309.1
ZNF251	ZNF585A
ZNF251	ZNF585B
ZNF251	ZNF436
ZNF251	ZNF879
ZNF251	ZNF502
ZNF251	ZNF471
ZNF251	ZFP14
ZNF251	ZNF543
ZNF251	ZFP2
ZNF251	ZNF83
ZNF251	ZNF880
ZNF251	ZNF528
ZNF251	ZNF28
ZNF251	ZNF790
ZNF251	ZNF132
ZNF251	ZNF605
ZNF251	ZNF534
ZNF251	ZNF814
ZNF835	ZNF519
ZNF835	ZNF334
ZNF835	RBAK-RBAKDN
ZNF835	RBAK
ZNF835	ZNF12
ZNF835	ZNF484
ZNF835	ZNF37A
ZNF835	AL117339.4
ZNF835	ZNF41
ZNF835	ZNF32
ZNF835	ZNF630
ZNF835	ZNF138
ZNF835	ZNF195
ZNF835	ZNF275
ZNF835	GLI4
ZNF835	ZNF696
ZNF835	ZNF623
ZNF835	ZNF789
ZNF835	ZKSCAN5
ZNF835	ZNF250
ZNF835	ZNF93
ZNF835	ZNF16
ZNF835	ZNF626
ZNF835	ZNF429
ZNF835	ZNF43
ZNF835	ZNF30
ZNF835	ZNF621
ZNF835	ZFP14
ZNF835	ZNF197
ZNF835	ZFP82
ZNF835	ZNF502
ZNF835	ZNF790
ZNF835	ZNF345
ZNF835	AC012309.1
ZNF835	ZNF585A
ZNF835	ZNF585B
ZNF835	ZNF436
ZNF835	ZNF780A
ZNF835	ZNF300
ZNF835	ZNF283
ZNF835	ZNF234
ZNF835	ZNF227
ZNF835	ZNF235
ZNF835	ZNF775
ZNF835	AC113348.2
ZNF835	ZNF354A
ZNF835	ZNF354B
ZNF835	ZFP2
ZNF835	ZNF879
ZNF835	ZNF717
ZNF835	ZNF615
ZNF835	ZNF432
ZNF835	ZNF841
ZNF835	ZNF880
ZNF835	ZNF528
ZNF835	ZNF534
ZNF835	ZNF83
ZNF835	ZNF611
ZNF835	ZNF600
ZNF835	ZNF28
ZNF835	ZNF320
ZNF835	ZNF514
ZNF835	ZNF331
ZNF835	ZNF471
ZNF835	ZFP28
ZNF835	ZIM2
ZNF835	ZFP3
ZNF835	ZNF140
ZNF835	ZNF286A
ZNF835	AC005324.3
ZNF835	ZNF543
ZNF835	ZNF132
ZNF835	ZNF605
ZNF835	ZNF814
GLI4	ZNF519
GLI4	ZNF334
GLI4	RBAK-RBAKDN
GLI4	RBAK
GLI4	ZNF12
GLI4	ZNF484
GLI4	ZNF37A
GLI4	AL117339.4
GLI4	ZNF41
GLI4	ZNF32
GLI4	ZNF630
GLI4	ZNF138
GLI4	ZNF195
GLI4	ZNF275
GLI4	ZKSCAN5
GLI4	ZNF283
GLI4	ZNF331
GLI4	ZNF320
GLI4	ZNF93
GLI4	ZNF626
GLI4	ZNF432
GLI4	ZNF227
GLI4	ZNF250
GLI4	ZNF300
GLI4	ZNF841
GLI4	ZIM2
GLI4	ZNF696
GLI4	ZNF235
GLI4	ZFP82
GLI4	ZNF16
GLI4	ZFP3
GLI4	ZNF717
GLI4	ZNF789
GLI4	ZNF30
GLI4	ZNF43
GLI4	ZNF611
GLI4	ZNF600
GLI4	ZFP28
GLI4	ZNF623
GLI4	ZNF234
GLI4	ZNF354A
GLI4	AC113348.2
GLI4	ZNF140
GLI4	ZNF615
GLI4	ZNF286A
GLI4	AC005324.3
GLI4	ZNF354B
GLI4	ZNF514
GLI4	ZNF429
GLI4	ZNF197
GLI4	ZNF345
GLI4	ZNF780A
GLI4	ZNF621
GLI4	ZNF775
GLI4	AC012309.1
GLI4	ZNF585A
GLI4	ZNF585B
GLI4	ZNF436
GLI4	ZNF879
GLI4	ZNF502
GLI4	ZNF471
GLI4	ZFP14
GLI4	ZNF543
GLI4	ZFP2
GLI4	ZNF83
GLI4	ZNF880
GLI4	ZNF528
GLI4	ZNF28
GLI4	ZNF790
GLI4	ZNF132
GLI4	ZNF605
GLI4	ZNF534
GLI4	ZNF814
ZKSCAN5	ZNF519
ZKSCAN5	ZNF334
ZKSCAN5	RBAK-RBAKDN
ZKSCAN5	RBAK
ZKSCAN5	ZNF12
ZKSCAN5	ZNF484
ZKSCAN5	ZNF37A
ZKSCAN5	AL117339.4
ZKSCAN5	ZNF41
ZKSCAN5	ZNF32
ZKSCAN5	ZNF630
ZKSCAN5	ZNF138
ZKSCAN5	ZNF195
ZKSCAN5	ZNF275
ZKSCAN5	ZNF696
ZKSCAN5	ZNF623
ZKSCAN5	ZNF789
ZKSCAN5	ZNF283
ZKSCAN5	ZNF331
ZKSCAN5	ZNF320
ZKSCAN5	ZNF93
ZKSCAN5	ZNF626
ZKSCAN5	ZNF432
ZKSCAN5	ZNF227
ZKSCAN5	ZNF250
ZKSCAN5	ZNF300
ZKSCAN5	ZNF841
ZKSCAN5	ZIM2
ZKSCAN5	ZNF235
ZKSCAN5	ZFP82
ZKSCAN5	ZNF16
ZKSCAN5	ZFP3
ZKSCAN5	ZNF717
ZKSCAN5	ZNF30
ZKSCAN5	ZNF43
ZKSCAN5	ZNF611
ZKSCAN5	ZNF600
ZKSCAN5	ZFP28
ZKSCAN5	ZNF234
ZKSCAN5	ZNF354A
ZKSCAN5	AC113348.2
ZKSCAN5	ZNF140
ZKSCAN5	ZNF615
ZKSCAN5	ZNF286A
ZKSCAN5	AC005324.3
ZKSCAN5	ZNF354B
ZKSCAN5	ZNF514
ZKSCAN5	ZNF429
ZKSCAN5	ZNF197
ZKSCAN5	ZNF345
ZKSCAN5	ZNF780A
ZKSCAN5	ZNF621
ZKSCAN5	ZNF775
ZKSCAN5	AC012309.1
ZKSCAN5	ZNF585A
ZKSCAN5	ZNF585B
ZKSCAN5	ZNF436
ZKSCAN5	ZNF879
ZKSCAN5	ZNF502
ZKSCAN5	ZNF471
ZKSCAN5	ZFP14
ZKSCAN5	ZNF543
ZKSCAN5	ZFP2
ZKSCAN5	ZNF83
ZKSCAN5	ZNF880
ZKSCAN5	ZNF528
ZKSCAN5	ZNF28
ZKSCAN5	ZNF790
ZKSCAN5	ZNF132
ZKSCAN5	ZNF605
ZKSCAN5	ZNF534
ZKSCAN5	ZNF814
ZNF41	ZNF519
ZNF41	ZNF334
ZNF41	RBAK-RBAKDN
ZNF41	RBAK
ZNF41	ZNF12
ZNF41	ZNF484
ZNF41	ZNF37A
ZNF41	AL117339.4
ZNF41	ZNF283
ZNF41	ZNF331
ZNF41	ZNF320
ZNF41	ZNF93
ZNF41	ZNF626
ZNF41	ZNF138
ZNF41	ZNF432
ZNF41	ZNF227
ZNF41	ZNF250
ZNF41	ZNF300
ZNF41	ZIM2
ZNF41	ZNF696
ZNF41	ZNF235
ZNF41	ZFP82
ZNF41	ZNF16
ZNF41	ZFP3
ZNF41	ZNF717
ZNF41	ZNF789
ZNF41	ZNF30
ZNF41	ZNF43
ZNF41	ZNF611
ZNF41	ZNF600
ZNF41	ZFP28
ZNF41	ZNF623
ZNF41	ZNF234
ZNF41	ZNF354A
ZNF41	AC113348.2
ZNF41	ZNF140
ZNF41	ZNF286A
ZNF41	AC005324.3
ZNF41	ZNF354B
ZNF41	ZNF514
ZNF41	ZNF32
ZNF41	ZNF275
ZNF41	ZNF429
ZNF41	ZNF195
ZNF41	ZNF345
ZNF41	ZNF630
ZNF41	ZNF780A
ZNF41	ZNF621
ZNF41	ZNF775
ZNF41	AC012309.1
ZNF41	ZNF585A
ZNF41	ZNF585B
ZNF41	ZNF436
ZNF41	ZNF879
ZNF41	ZNF502
ZNF41	ZFP14
ZNF41	ZNF543
ZNF41	ZFP2
ZNF41	ZNF83
ZNF41	ZNF880
ZNF41	ZNF28
ZNF41	ZNF790
ZNF41	ZNF605
ZNF41	ZNF534
ZNF41	ZNF814
ZNF283	ZNF519
ZNF283	ZNF334
ZNF283	RBAK-RBAKDN
ZNF283	RBAK
ZNF283	ZNF12
ZNF283	ZNF484
ZNF283	ZNF37A
ZNF283	AL117339.4
ZNF283	ZNF32
ZNF283	ZNF630
ZNF283	ZNF138
ZNF283	ZNF195
ZNF283	ZNF275
ZNF283	ZNF696
ZNF283	ZNF623
ZNF283	ZNF789
ZNF283	ZNF250
ZNF283	ZNF93
ZNF283	ZNF16
ZNF283	ZNF626
ZNF283	ZNF429
ZNF283	ZNF43
ZNF283	ZNF30
ZNF283	ZNF621
ZNF283	ZFP14
ZNF283	ZNF197
ZNF283	ZFP82
ZNF283	ZNF502
ZNF283	ZNF790
ZNF283	ZNF345
ZNF283	AC012309.1
ZNF283	ZNF585A
ZNF283	ZNF585B
ZNF283	ZNF436
ZNF283	ZNF780A
ZNF283	ZNF300
ZNF283	ZNF320
ZNF283	ZNF432
ZNF283	ZNF227
ZNF283	ZNF841
ZNF283	ZIM2
ZNF283	ZNF235
ZNF283	ZFP3
ZNF283	ZNF717
ZNF283	ZNF611
ZNF283	ZNF600
ZNF283	ZFP28
ZNF283	ZNF234
ZNF283	ZNF354A
ZNF283	AC113348.2
ZNF283	ZNF140
ZNF283	ZNF615
ZNF283	ZNF286A
ZNF283	AC005324.3
ZNF283	ZNF354B
ZNF283	ZNF514
ZNF283	ZNF775
ZNF283	ZNF879
ZNF283	ZNF471
ZNF283	ZNF543
ZNF283	ZFP2
ZNF283	ZNF83
ZNF283	ZNF880
ZNF283	ZNF528
ZNF283	ZNF28
ZNF283	ZNF132
ZNF283	ZNF605
ZNF283	ZNF534
ZNF283	ZNF814
ZNF331	ZNF519
ZNF331	ZNF334
ZNF331	RBAK-RBAKDN
ZNF331	RBAK
ZNF331	ZNF12
ZNF331	ZNF484
ZNF331	ZNF37A
ZNF331	AL117339.4
ZNF331	ZNF32
ZNF331	ZNF630
ZNF331	ZNF138
ZNF331	ZNF195
ZNF331	ZNF275
ZNF331	ZNF696
ZNF331	ZNF623
ZNF331	ZNF789
ZNF331	ZNF250
ZNF331	ZNF93
ZNF331	ZNF16
ZNF331	ZNF626
ZNF331	ZNF429
ZNF331	ZNF43
ZNF331	ZNF30
ZNF331	ZNF621
ZNF331	ZFP14
ZNF331	ZNF197
ZNF331	ZFP82
ZNF331	ZNF502
ZNF331	ZNF790
ZNF331	ZNF345
ZNF331	AC012309.1
ZNF331	ZNF585A
ZNF331	ZNF585B
ZNF331	ZNF436
ZNF331	ZNF780A
ZNF331	ZNF300
ZNF331	ZNF234
ZNF331	ZNF227
ZNF331	ZNF235
ZNF331	ZNF775
ZNF331	AC113348.2
ZNF331	ZNF354A
ZNF331	ZNF354B
ZNF331	ZFP2
ZNF331	ZNF879
ZNF331	ZNF717
ZNF331	ZNF615
ZNF331	ZNF432
ZNF331	ZNF841
ZNF331	ZNF880
ZNF331	ZNF528
ZNF331	ZNF534
ZNF331	ZNF83
ZNF331	ZNF611
ZNF331	ZNF600
ZNF331	ZNF28
ZNF331	ZNF320
ZNF331	ZNF514
ZNF331	ZIM2
ZNF331	ZFP3
ZNF331	ZFP28
ZNF331	ZNF140
ZNF331	ZNF286A
ZNF331	AC005324.3
ZNF331	ZNF471
ZNF331	ZNF543
ZNF331	ZNF132
ZNF331	ZNF605
ZNF331	ZNF814
ZNF320	ZNF519
ZNF320	ZNF334
ZNF320	RBAK-RBAKDN
ZNF320	RBAK
ZNF320	ZNF12
ZNF320	ZNF484
ZNF320	ZNF37A
ZNF320	AL117339.4
ZNF320	ZNF32
ZNF320	ZNF630
ZNF320	ZNF138
ZNF320	ZNF195
ZNF320	ZNF275
ZNF320	ZNF696
ZNF320	ZNF623
ZNF320	ZNF789
ZNF320	ZNF250
ZNF320	ZNF93
ZNF320	ZNF16
ZNF320	ZNF626
ZNF320	ZNF429
ZNF320	ZNF43
ZNF320	ZNF30
ZNF320	ZNF621
ZNF320	ZFP14
ZNF320	ZNF197
ZNF320	ZFP82
ZNF320	ZNF502
ZNF320	ZNF790
ZNF320	ZNF345
ZNF320	AC012309.1
ZNF320	ZNF585A
ZNF320	ZNF585B
ZNF320	ZNF436
ZNF320	ZNF780A
ZNF320	ZNF300
ZNF320	ZNF234
ZNF320	ZNF227
ZNF320	ZNF235
ZNF320	ZNF775
ZNF320	AC113348.2
ZNF320	ZNF354A
ZNF320	ZNF354B
ZNF320	ZFP2
ZNF320	ZNF879
ZNF320	ZNF717
ZNF320	ZNF615
ZNF320	ZNF432
ZNF320	ZNF841
ZNF320	ZNF880
ZNF320	ZNF528
ZNF320	ZNF534
ZNF320	ZNF83
ZNF320	ZNF611
ZNF320	ZNF600
ZNF320	ZNF28
ZNF320	ZIM2
ZNF320	ZFP3
ZNF320	ZFP28
ZNF320	ZNF140
ZNF320	ZNF286A
ZNF320	AC005324.3
ZNF320	ZNF514
ZNF320	ZNF471
ZNF320	ZNF543
ZNF320	ZNF132
ZNF320	ZNF605
ZNF320	ZNF814
ZNF93	ZNF519
ZNF93	ZNF334
ZNF93	RBAK-RBAKDN
ZNF93	RBAK
ZNF93	ZNF12
ZNF93	ZNF484
ZNF93	ZNF37A
ZNF93	AL117339.4
ZNF93	ZNF32
ZNF93	ZNF630
ZNF93	ZNF195
ZNF93	ZNF275
ZNF93	ZNF696
ZNF93	ZNF623
ZNF93	ZNF789
ZNF93	ZNF250
ZNF93	ZNF432
ZNF93	ZNF227
ZNF93	ZNF300
ZNF93	ZNF841
ZNF93	ZIM2
ZNF93	ZNF235
ZNF93	ZFP82
ZNF93	ZNF16
ZNF93	ZFP3
ZNF93	ZNF717
ZNF93	ZNF30
ZNF93	ZNF43
ZNF93	ZNF611
ZNF93	ZNF600
ZNF93	ZFP28
ZNF93	ZNF234
ZNF93	ZNF354A
ZNF93	AC113348.2
ZNF93	ZNF140
ZNF93	ZNF615
ZNF93	ZNF286A
ZNF93	AC005324.3
ZNF93	ZNF354B
ZNF93	ZNF514
ZNF93	ZNF429
ZNF93	ZNF197
ZNF93	ZNF345
ZNF93	ZNF780A
ZNF93	ZNF621
ZNF93	ZNF775
ZNF93	AC012309.1
ZNF93	ZNF585A
ZNF93	ZNF585B
ZNF93	ZNF436
ZNF93	ZNF879
ZNF93	ZNF502
ZNF93	ZNF471
ZNF93	ZFP14
ZNF93	ZNF543
ZNF93	ZFP2
ZNF93	ZNF83
ZNF93	ZNF880
ZNF93	ZNF528
ZNF93	ZNF28
ZNF93	ZNF790
ZNF93	ZNF132
ZNF93	ZNF605
ZNF93	ZNF534
ZNF93	ZNF814
ZNF626	ZNF519
ZNF626	ZNF334
ZNF626	RBAK-RBAKDN
ZNF626	RBAK
ZNF626	ZNF12
ZNF626	ZNF484
ZNF626	ZNF37A
ZNF626	AL117339.4
ZNF626	ZNF32
ZNF626	ZNF630
ZNF626	ZNF195
ZNF626	ZNF275
ZNF626	ZNF696
ZNF626	ZNF623
ZNF626	ZNF789
ZNF626	ZNF250
ZNF626	ZNF16
ZNF626	ZNF432
ZNF626	ZNF227
ZNF626	ZNF300
ZNF626	ZNF841
ZNF626	ZIM2
ZNF626	ZNF235
ZNF626	ZFP82
ZNF626	ZFP3
ZNF626	ZNF717
ZNF626	ZNF30
ZNF626	ZNF43
ZNF626	ZNF611
ZNF626	ZNF600
ZNF626	ZFP28
ZNF626	ZNF234
ZNF626	ZNF354A
ZNF626	AC113348.2
ZNF626	ZNF140
ZNF626	ZNF615
ZNF626	ZNF286A
ZNF626	AC005324.3
ZNF626	ZNF354B
ZNF626	ZNF514
ZNF626	ZNF429
ZNF626	ZNF197
ZNF626	ZNF345
ZNF626	ZNF780A
ZNF626	ZNF621
ZNF626	ZNF775
ZNF626	AC012309.1
ZNF626	ZNF585A
ZNF626	ZNF585B
ZNF626	ZNF436
ZNF626	ZNF879
ZNF626	ZNF502
ZNF626	ZNF471
ZNF626	ZFP14
ZNF626	ZNF543
ZNF626	ZFP2
ZNF626	ZNF83
ZNF626	ZNF880
ZNF626	ZNF528
ZNF626	ZNF28
ZNF626	ZNF790
ZNF626	ZNF132
ZNF626	ZNF605
ZNF626	ZNF534
ZNF626	ZNF814
ZNF138	ZNF519
ZNF138	ZNF334
ZNF138	RBAK-RBAKDN
ZNF138	RBAK
ZNF138	ZNF12
ZNF138	ZNF484
ZNF138	ZNF37A
ZNF138	AL117339.4
ZNF138	ZNF32
ZNF138	ZNF630
ZNF138	ZNF432
ZNF138	ZNF227
ZNF138	ZNF250
ZNF138	ZNF300
ZNF138	ZNF841
ZNF138	ZIM2
ZNF138	ZNF696
ZNF138	ZNF235
ZNF138	ZFP82
ZNF138	ZNF16
ZNF138	ZFP3
ZNF138	ZNF717
ZNF138	ZNF789
ZNF138	ZNF30
ZNF138	ZNF43
ZNF138	ZNF611
ZNF138	ZNF600
ZNF138	ZFP28
ZNF138	ZNF623
ZNF138	ZNF234
ZNF138	ZNF354A
ZNF138	AC113348.2
ZNF138	ZNF140
ZNF138	ZNF615
ZNF138	ZNF286A
ZNF138	AC005324.3
ZNF138	ZNF354B
ZNF138	ZNF514
ZNF138	ZNF275
ZNF138	ZNF429
ZNF138	ZNF195
ZNF138	ZNF197
ZNF138	ZNF345
ZNF138	ZNF780A
ZNF138	ZNF621
ZNF138	ZNF775
ZNF138	AC012309.1
ZNF138	ZNF585A
ZNF138	ZNF585B
ZNF138	ZNF436
ZNF138	ZNF879
ZNF138	ZNF502
ZNF138	ZNF471
ZNF138	ZFP14
ZNF138	ZNF543
ZNF138	ZFP2
ZNF138	ZNF83
ZNF138	ZNF880
ZNF138	ZNF528
ZNF138	ZNF28
ZNF138	ZNF790
ZNF138	ZNF132
ZNF138	ZNF605
ZNF138	ZNF534
ZNF138	ZNF814
ZNF432	ZNF519
ZNF432	ZNF334
ZNF432	RBAK-RBAKDN
ZNF432	RBAK
ZNF432	ZNF12
ZNF432	ZNF484
ZNF432	ZNF37A
ZNF432	AL117339.4
ZNF432	ZNF32
ZNF432	ZNF630
ZNF432	ZNF195
ZNF432	ZNF275
ZNF432	ZNF696
ZNF432	ZNF623
ZNF432	ZNF789
ZNF432	ZNF250
ZNF432	ZNF16
ZNF432	ZNF429
ZNF432	ZNF43
ZNF432	ZNF30
ZNF432	ZNF621
ZNF432	ZFP14
ZNF432	ZNF197
ZNF432	ZFP82
ZNF432	ZNF502
ZNF432	ZNF790
ZNF432	ZNF345
ZNF432	AC012309.1
ZNF432	ZNF585A
ZNF432	ZNF585B
ZNF432	ZNF436
ZNF432	ZNF780A
ZNF432	ZNF300
ZNF432	ZNF234
ZNF432	ZNF227
ZNF432	ZNF235
ZNF432	ZNF775
ZNF432	AC113348.2
ZNF432	ZNF354A
ZNF432	ZNF354B
ZNF432	ZFP2
ZNF432	ZNF879
ZNF432	ZNF717
ZNF432	ZNF615
ZNF432	ZNF841
ZNF432	ZIM2
ZNF432	ZFP3
ZNF432	ZNF611
ZNF432	ZNF600
ZNF432	ZFP28
ZNF432	ZNF140
ZNF432	ZNF286A
ZNF432	AC005324.3
ZNF432	ZNF514
ZNF432	ZNF471
ZNF432	ZNF543
ZNF432	ZNF83
ZNF432	ZNF880
ZNF432	ZNF528
ZNF432	ZNF28
ZNF432	ZNF132
ZNF432	ZNF605
ZNF432	ZNF534
ZNF432	ZNF814
ZNF227	ZNF519
ZNF227	ZNF334
ZNF227	RBAK-RBAKDN
ZNF227	RBAK
ZNF227	ZNF484
ZNF227	ZNF37A
ZNF227	AL117339.4
ZNF227	ZNF32
ZNF227	ZNF630
ZNF227	ZNF195
ZNF227	ZNF275
ZNF227	ZNF696
ZNF227	ZNF623
ZNF227	ZNF789
ZNF227	ZNF250
ZNF227	ZNF16
ZNF227	ZNF429
ZNF227	ZNF43
ZNF227	ZNF30
ZNF227	ZNF621
ZNF227	ZFP14
ZNF227	ZNF197
ZNF227	ZFP82
ZNF227	ZNF502
ZNF227	ZNF790
ZNF227	ZNF345
ZNF227	AC012309.1
ZNF227	ZNF585A
ZNF227	ZNF585B
ZNF227	ZNF436
ZNF227	ZNF780A
ZNF227	ZNF300
ZNF227	ZNF234
ZNF227	ZNF841
ZNF227	ZIM2
ZNF227	ZNF235
ZNF227	ZFP3
ZNF227	ZNF717
ZNF227	ZNF611
ZNF227	ZNF600
ZNF227	ZFP28
ZNF227	ZNF354A
ZNF227	AC113348.2
ZNF227	ZNF140
ZNF227	ZNF615
ZNF227	ZNF286A
ZNF227	AC005324.3
ZNF227	ZNF354B
ZNF227	ZNF514
ZNF227	ZNF775
ZNF227	ZNF879
ZNF227	ZNF543
ZNF227	ZFP2
ZNF227	ZNF83
ZNF227	ZNF880
ZNF227	ZNF528
ZNF227	ZNF28
ZNF227	ZNF605
ZNF227	ZNF534
ZNF227	ZNF814
ZNF250	ZNF519
ZNF250	ZNF334
ZNF250	RBAK-RBAKDN
ZNF250	RBAK
ZNF250	ZNF12
ZNF250	ZNF484
ZNF250	ZNF37A
ZNF250	AL117339.4
ZNF250	ZNF32
ZNF250	ZNF630
ZNF250	ZNF195
ZNF250	ZNF275
ZNF250	ZNF696
ZNF250	ZNF623
ZNF250	ZNF789
ZNF250	ZNF300
ZNF250	ZNF841
ZNF250	ZIM2
ZNF250	ZNF235
ZNF250	ZFP82
ZNF250	ZNF16
